
ID_VENTA,FECHA_VENTA,HORA_VENTA,CATEGORIA,NOMBRE_PRODUCTO,PRECIO,TIPO_PAGO,CANTIDAD,TOTAL,ESTADO
1403,20260418,06.55.50 Pm,Comida Rápida,Porción de Pizza,120,Tarjeta de Crédito/Débito,4,480,Cancelada
1404,20260523,06.14.26 Am,Comida Rápida,Porción de Pizza,120,Transferencia Bancaria,4,480,Pagada
1405,20260324,08.58.09 Pm,Comida Rápida,Hamburguesa Clásica,250,Transferencia Bancaria,3,750,Pagada
1406,20260524,11.59.28 Pm,Postres,Helado Sencillo,90,Efectivo,2,180,Pagada
1407,20260514,03.35.32 Am,Bebidas Calientes,Café Americano,85,Efectivo,2,170,Pagada
1408,20260414,02.44.41 Am,Postres,Helado Sencillo,90,Efectivo,3,270,Pagada
1409,20260511,09.01.05 Pm,Comida Rápida,Porción de Pizza,120,Tarjeta de Crédito/Débito,4,480,Pagada
1410,20260323,09.42.03 Pm,Desayunos,Empanada de Queso,60,Efectivo,4,240,Pagada
1411,20260430,04.16.05 Am,Bebidas Calientes,Café Americano,85,Transferencia Bancaria,2,170,Pagada
1412,20260421,06.52.48 Pm,Plato Fuerte,Servicio de Comida China,350,Efectivo,2,700,Pagada
1413,20260425,05.44.58 Pm,Comida Rápida,Porción de Pizza,120,Efectivo,1,120,Pagada
1414,20260530,02.24.39 Am,Postres,Helado Sencillo,90,Efectivo,4,360,Pagada
1415,20260422,11.12.38 Pm,Plato Fuerte,Servicio de Comida China,350,Tarjeta de Crédito/Débito,1,350,Pagada
1416,20260524,03.47.01 Pm,Desayunos,Empanada de Queso,60,Efectivo,1,60,Pagada
1417,20260322,02.17.27 Am,Plato Fuerte,Servicio de Comida China,350,Transferencia Bancaria,3,1050,Cancelada
1418,20260430,05.51.59 Pm,Comida Rápida,Hamburguesa Clásica,250,Tarjeta de Crédito/Débito,3,750,Pagada
1419,20260413,09.32.18 Pm,Bebidas Calientes,Café Americano,85,Efectivo,4,340,Pagada
1420,20260521,09.38.51 Pm,Bebidas Calientes,Café Americano,85,Efectivo,4,340,Pagada
1421,20260507,03.36.37 Pm,Comida Rápida,Porción de Pizza,120,Efectivo,2,240,Pagada
1422,20260423,07.12.35 Am,Plato Fuerte,Servicio de Comida China,350,Tarjeta de Crédito/Débito,2,700,Pagada
1423,20260312,11.15.21 Am,Plato Fuerte,Servicio de Comida China,350,Transferencia Bancaria,2,700,Pagada
1424,20260403,02.04.08 Am,Plato Fuerte,Servicio de Comida China,350,Transferencia Bancaria,4,1400,Cancelada
1425,20260404,07.27.38 Am,Comida Rápida,Hamburguesa Clásica,250,Tarjeta de Crédito/Débito,2,500,Pagada
1426,20260514,03.56.41 Am,Postres,Helado Sencillo,90,Transferencia Bancaria,2,180,Pagada
1427,20260520,09.20.03 Pm,Bebidas Calientes,Café Americano,85,Efectivo,2,170,Cancelada
1428,20260603,01.05.31 Pm,Comida Rápida,Porción de Pizza,120,Tarjeta de Crédito/Débito,4,480,Pagada
1429,20260310,08.50.42 Pm,Plato Fuerte,Servicio de Comida China,350,Tarjeta de Crédito/Débito,1,350,Pagada
1430,20260320,12.32.17 Am,Plato Fuerte,Servicio de Comida China,350,Transferencia Bancaria,1,350,Pagada
1431,20260407,05.37.07 Pm,Comida Rápida,Porción de Pizza,120,Transferencia Bancaria,3,360,Pagada
1432,20260525,03.12.51 Am,Comida Rápida,Porción de Pizza,120,Transferencia Bancaria,4,480,Pagada
1433,20260312,05.34.24 Pm,Comida Rápida,Hamburguesa Clásica,250,Tarjeta de Crédito/Débito,1,250,Pagada
1434,20260514,03.50.10 Pm,Desayunos,Empanada de Queso,60,Efectivo,3,180,Pagada
1435,20260321,02.29.44 Am,Desayunos,Empanada de Queso,60,Transferencia Bancaria,3,180,Pagada
1436,20260423,08.15.49 Pm,Comida Rápida,Hamburguesa Clásica,250,Tarjeta de Crédito/Débito,3,750,Cancelada
1437,20260528,03.49.50 Am,Postres,Helado Sencillo,90,Efectivo,3,270,Pagada
1438,20260527,10.06.58 Pm,Comida Rápida,Hamburguesa Clásica,250,Tarjeta de Crédito/Débito,3,750,Pagada
1439,20260322,02.27.30 Am,Postres,Helado Sencillo,90,Efectivo,1,90,Pagada
1440,20260320,12.25.24 Pm,Plato Fuerte,Servicio de Comida China,350,Transferencia Bancaria,3,1050,Pagada
1441,20260408,02.38.29 Pm,Plato Fuerte,Servicio de Comida China,350,Transferencia Bancaria,4,1400,Pagada
1442,20260507,01.07.03 Am,Plato Fuerte,Servicio de Comida China,350,Tarjeta de Crédito/Débito,2,700,Pagada
1443,20260420,08.26.35 Am,Comida Rápida,Hamburguesa Clásica,250,Transferencia Bancaria,4,1000,Pagada
1444,20260402,04.34.16 Pm,Desayunos,Empanada de Queso,60,Transferencia Bancaria,4,240,Pagada
1445,20260313,08.08.32 Am,Comida Rápida,Porción de Pizza,120,Efectivo,2,240,Pagada
1446,20260412,05.50.30 Pm,Postres,Helado Sencillo,90,Efectivo,3,270,Pagada
1447,20260604,10.22.41 Am,Plato Fuerte,Servicio de Comida China,350,Efectivo,2,700,Pagada
1448,20260522,08.24.33 Am,Comida Rápida,Porción de Pizza,120,Transferencia Bancaria,2,240,Pagada
1449,20260313,01.42.43 Pm,Desayunos,Empanada de Queso,60,Efectivo,1,60,Pagada
1450,20260319,02.07.10 Pm,Plato Fuerte,Servicio de Comida China,350,Tarjeta de Crédito/Débito,2,700,Pagada
1451,20260522,10.22.04 Pm,Postres,Helado Sencillo,90,Tarjeta de Crédito/Débito,3,270,Pagada
1452,20260409,12.37.32 Pm,Postres,Helado Sencillo,90,Efectivo,3,270,Pagada
1453,20260315,08.52.57 Pm,Bebidas Calientes,Café Americano,85,Transferencia Bancaria,3,255,Pagada
1454,20260411,09.06.49 Pm,Plato Fuerte,Servicio de Comida China,350,Transferencia Bancaria,3,1050,Pagada
1455,20260426,11.28.24 Am,Desayunos,Empanada de Queso,60,Efectivo,3,180,Pagada
1456,20260404,04.14.46 Am,Comida Rápida,Porción de Pizza,120,Transferencia Bancaria,4,480,Pagada
1457,20260320,07.01.13 Pm,Plato Fuerte,Servicio de Comida China,350,Efectivo,1,350,Pagada
1458,20260324,08.39.47 Pm,Comida Rápida,Porción de Pizza,120,Tarjeta de Crédito/Débito,1,120,Pagada
1459,20260316,11.48.12 Am,Comida Rápida,Porción de Pizza,120,Transferencia Bancaria,4,480,Pagada
1460,20260515,02.54.10 Pm,Comida Rápida,Porción de Pizza,120,Transferencia Bancaria,1,120,Pagada
1461,20260325,08.02.21 Am,Postres,Helado Sencillo,90,Tarjeta de Crédito/Débito,1,90,Pagada
1462,20260308,06.35.20 Pm,Comida Rápida,Hamburguesa Clásica,250,Transferencia Bancaria,4,1000,Pagada
1463,20260311,10.31.58 Am,Postres,Helado Sencillo,90,Efectivo,2,180,Pagada
1464,20260506,08.38.16 Am,Plato Fuerte,Servicio de Comida China,350,Transferencia Bancaria,4,1400,Pagada
1465,20260528,10.35.25 Pm,Postres,Helado Sencillo,90,Tarjeta de Crédito/Débito,4,360,Pagada
1466,20260320,03.56.37 Pm,Bebidas Calientes,Café Americano,85,Efectivo,3,255,Pagada
1467,20260411,07.36.18 Pm,Comida Rápida,Hamburguesa Clásica,250,Tarjeta de Crédito/Débito,1,250,Pagada
1468,20260413,08.48.23 Pm,Plato Fuerte,Servicio de Comida China,350,Transferencia Bancaria,1,350,Pagada
1469,20260522,01.51.07 Pm,Plato Fuerte,Servicio de Comida China,350,Transferencia Bancaria,2,700,Pagada
1470,20260319,09.40.24 Pm,Desayunos,Empanada de Queso,60,Efectivo,3,180,Pagada
1471,20260311,08.45.47 Pm,Comida Rápida,Porción de Pizza,120,Efectivo,4,480,Pagada
1472,20260531,01.59.05 Pm,Desayunos,Empanada de Queso,60,Transferencia Bancaria,2,120,Pagada
1473,20260324,10.24.44 Pm,Desayunos,Empanada de Queso,60,Transferencia Bancaria,4,240,Cancelada
1474,20260409,06.05.09 Am,Comida Rápida,Hamburguesa Clásica,250,Transferencia Bancaria,4,1000,Pagada
1475,20260422,05.47.29 Pm,Comida Rápida,Hamburguesa Clásica,250,Efectivo,2,500,Pagada
1476,20260509,01.57.47 Pm,Postres,Helado Sencillo,90,Tarjeta de Crédito/Débito,1,90,Pagada
1477,20260317,03.57.36 Pm,Comida Rápida,Porción de Pizza,120,Transferencia Bancaria,1,120,Pagada
1478,20260402,11.21.47 Pm,Comida Rápida,Hamburguesa Clásica,250,Transferencia Bancaria,1,250,Pagada
1479,20260330,12.17.32 Pm,Bebidas Calientes,Café Americano,85,Efectivo,4,340,Pagada
1480,20260309,10.55.44 Am,Comida Rápida,Hamburguesa Clásica,250,Tarjeta de Crédito/Débito,1,250,Pagada
1481,20260413,08.58.12 Am,Bebidas Calientes,Café Americano,85,Tarjeta de Crédito/Débito,4,340,Pagada
1482,20260408,04.55.38 Pm,Comida Rápida,Hamburguesa Clásica,250,Tarjeta de Crédito/Débito,3,750,Pagada
1483,20260425,08.26.43 Am,Desayunos,Empanada de Queso,60,Tarjeta de Crédito/Débito,1,60,Pagada
1484,20260401,05.51.43 Am,Desayunos,Empanada de Queso,60,Tarjeta de Crédito/Débito,3,180,Pagada
1485,20260502,07.06.12 Am,Bebidas Calientes,Café Americano,85,Efectivo,2,170,Pagada
1486,20260515,11.40.39 Am,Bebidas Calientes,Café Americano,85,Efectivo,3,255,Pagada
1487,20260604,08.42.17 Am,Postres,Helado Sencillo,90,Tarjeta de Crédito/Débito,1,90,Pagada
1488,20260419,05.01.09 Am,Plato Fuerte,Servicio de Comida China,350,Efectivo,2,700,Pagada
1489,20260420,05.16.02 Pm,Postres,Helado Sencillo,90,Tarjeta de Crédito/Débito,4,360,Pagada
1490,20260313,11.36.40 Pm,Postres,Helado Sencillo,90,Tarjeta de Crédito/Débito,1,90,Pagada
1491,20260427,09.18.55 Pm,Desayunos,Empanada de Queso,60,Efectivo,3,180,Pagada
1492,20260410,11.26.58 Am,Postres,Helado Sencillo,90,Transferencia Bancaria,4,360,Pagada
1493,20260325,06.06.33 Am,Comida Rápida,Porción de Pizza,120,Efectivo,1,120,Pagada
1494,20260410,09.35.40 Pm,Bebidas Calientes,Café Americano,85,Transferencia Bancaria,3,255,Pagada
1495,20260423,04.14.41 Am,Comida Rápida,Porción de Pizza,120,Tarjeta de Crédito/Débito,3,360,Pagada
1496,20260416,10.57.03 Am,Desayunos,Empanada de Queso,60,Efectivo,4,240,Pagada
1497,20260414,03.39.25 Am,Postres,Helado Sencillo,90,Transferencia Bancaria,3,270,Pagada
1498,20260524,07.32.41 Am,Plato Fuerte,Servicio de Comida China,350,Transferencia Bancaria,1,350,Pagada
1499,20260429,01.30.30 Pm,Plato Fuerte,Servicio de Comida China,350,Tarjeta de Crédito/Débito,3,1050,Pagada
1500,20260506,10.02.07 Pm,Bebidas Calientes,Café Americano,85,Efectivo,3,255,Pagada
1501,20260416,04.41.38 Am,Plato Fuerte,Servicio de Comida China,350,Transferencia Bancaria,4,1400,Pagada
1502,20260601,09.08.03 Am,Comida Rápida,Porción de Pizza,120,Tarjeta de Crédito/Débito,1,120,Pagada
1503,20260309,06.18.08 Pm,Desayunos,Empanada de Queso,60,Efectivo,4,240,Pagada
1504,20260408,09.28.17 Pm,Postres,Helado Sencillo,90,Transferencia Bancaria,2,180,Pagada
1505,20260401,09.48.19 Pm,Comida Rápida,Porción de Pizza,120,Efectivo,2,240,Pagada
1506,20260511,03.21.20 Am,Comida Rápida,Porción de Pizza,120,Efectivo,3,360,Pagada
1507,20260321,04.22.06 Am,Postres,Helado Sencillo,90,Transferencia Bancaria,2,180,Pagada
1508,20260515,09.36.38 Am,Desayunos,Empanada de Queso,60,Transferencia Bancaria,1,60,Pagada
1509,20260421,11.46.28 Pm,Postres,Helado Sencillo,90,Transferencia Bancaria,4,360,Cancelada
1510,20260320,06.52.05 Am,Bebidas Calientes,Café Americano,85,Efectivo,2,170,Pagada
1511,20260309,07.50.07 Am,Comida Rápida,Hamburguesa Clásica,250,Efectivo,4,1000,Pagada
1512,20260425,08.03.50 Pm,Plato Fuerte,Servicio de Comida China,350,Efectivo,4,1400,Pagada
1513,20260326,09.12.28 Pm,Desayunos,Empanada de Queso,60,Efectivo,1,60,Pagada
1514,20260414,05.24.08 Am,Plato Fuerte,Servicio de Comida China,350,Tarjeta de Crédito/Débito,1,350,Pagada
1515,20260323,03.23.55 Am,Comida Rápida,Porción de Pizza,120,Transferencia Bancaria,2,240,Pagada
1516,20260503,07.55.51 Pm,Comida Rápida,Hamburguesa Clásica,250,Efectivo,1,250,Pagada
1517,20260315,04.45.04 Pm,Desayunos,Empanada de Queso,60,Efectivo,2,120,Cancelada
1518,20260605,07.11.40 Am,Plato Fuerte,Servicio de Comida China,350,Tarjeta de Crédito/Débito,1,350,Pagada
1519,20260325,10.37.44 Am,Comida Rápida,Hamburguesa Clásica,250,Tarjeta de Crédito/Débito,1,250,Pagada
1520,20260320,07.31.33 Pm,Comida Rápida,Porción de Pizza,120,Transferencia Bancaria,4,480,Pagada
1521,20260531,08.06.52 Pm,Comida Rápida,Hamburguesa Clásica,250,Tarjeta de Crédito/Débito,2,500,Pagada
1522,20260515,05.07.18 Pm,Comida Rápida,Hamburguesa Clásica,250,Tarjeta de Crédito/Débito,3,750,Pagada
1523,20260526,02.13.49 Pm,Comida Rápida,Hamburguesa Clásica,250,Transferencia Bancaria,4,1000,Pagada
1524,20260604,03.23.27 Pm,Comida Rápida,Hamburguesa Clásica,250,Tarjeta de Crédito/Débito,4,1000,Pagada
1525,20260516,05.36.00 Am,Comida Rápida,Hamburguesa Clásica,250,Tarjeta de Crédito/Débito,4,1000,Pagada
1526,20260331,11.30.35 Pm,Comida Rápida,Hamburguesa Clásica,250,Efectivo,4,1000,Pagada
1527,20260417,05.52.16 Am,Bebidas Calientes,Café Americano,85,Efectivo,2,170,Pagada
1528,20260314,10.06.37 Pm,Bebidas Calientes,Café Americano,85,Transferencia Bancaria,1,85,Pagada
1529,20260501,08.59.50 Pm,Comida Rápida,Porción de Pizza,120,Tarjeta de Crédito/Débito,1,120,Pagada
1530,20260527,07.01.38 Am,Bebidas Calientes,Café Americano,85,Efectivo,2,170,Pagada
1531,20260321,11.19.55 Pm,Postres,Helado Sencillo,90,Efectivo,1,90,Pagada
1532,20260413,03.56.46 Pm,Plato Fuerte,Servicio de Comida China,350,Transferencia Bancaria,3,1050,Pagada
1533,20260519,10.37.33 Pm,Comida Rápida,Hamburguesa Clásica,250,Efectivo,3,750,Pagada
1534,20260517,02.51.55 Pm,Bebidas Calientes,Café Americano,85,Efectivo,1,85,Cancelada
1535,20260605,08.19.18 Pm,Desayunos,Empanada de Queso,60,Efectivo,3,180,Pagada
1536,20260429,09.36.05 Am,Desayunos,Empanada de Queso,60,Efectivo,3,180,Pagada
1537,20260513,12.22.29 Pm,Comida Rápida,Hamburguesa Clásica,250,Efectivo,4,1000,Pagada
1538,20260401,02.06.13 Pm,Postres,Helado Sencillo,90,Transferencia Bancaria,1,90,Pagada
1539,20260317,07.42.07 Am,Plato Fuerte,Servicio de Comida China,350,Tarjeta de Crédito/Débito,1,350,Pagada
1540,20260507,08.29.39 Pm,Postres,Helado Sencillo,90,Tarjeta de Crédito/Débito,4,360,Pagada
1541,20260518,12.09.56 Am,Bebidas Calientes,Café Americano,85,Transferencia Bancaria,1,85,Pagada
1542,20260605,11.00.39 Am,Comida Rápida,Porción de Pizza,120,Tarjeta de Crédito/Débito,1,120,Pagada
1543,20260515,10.28.55 Pm,Desayunos,Empanada de Queso,60,Transferencia Bancaria,4,240,Pagada
1544,20260316,09.35.06 Pm,Desayunos,Empanada de Queso,60,Tarjeta de Crédito/Débito,1,60,Pagada
1545,20260411,05.58.23 Pm,Desayunos,Empanada de Queso,60,Efectivo,1,60,Pagada
1546,20260402,11.23.10 Am,Comida Rápida,Hamburguesa Clásica,250,Transferencia Bancaria,3,750,Pagada
1547,20260325,05.35.03 Pm,Bebidas Calientes,Café Americano,85,Efectivo,2,170,Pagada
1548,20260430,03.10.41 Am,Desayunos,Empanada de Queso,60,Tarjeta de Crédito/Débito,1,60,Pagada
1549,20260522,05.36.48 Am,Postres,Helado Sencillo,90,Tarjeta de Crédito/Débito,4,360,Pagada
1550,20260512,07.44.32 Pm,Postres,Helado Sencillo,90,Transferencia Bancaria,2,180,Pagada
1551,20260527,05.30.42 Pm,Plato Fuerte,Servicio de Comida China,350,Tarjeta de Crédito/Débito,4,1400,Pagada
1552,20260504,01.07.41 Am,Postres,Helado Sencillo,90,Efectivo,2,180,Pagada
1553,20260319,07.21.59 Am,Bebidas Calientes,Café Americano,85,Transferencia Bancaria,2,170,Pagada
1554,20260523,06.31.59 Pm,Plato Fuerte,Servicio de Comida China,350,Transferencia Bancaria,1,350,Cancelada
1555,20260324,11.48.13 Pm,Desayunos,Empanada de Queso,60,Efectivo,2,120,Pagada
1556,20260331,09.51.21 Pm,Comida Rápida,Porción de Pizza,120,Transferencia Bancaria,4,480,Pagada
1557,20260414,06.29.29 Pm,Desayunos,Empanada de Queso,60,Efectivo,4,240,Pagada
1558,20260325,12.41.59 Am,Comida Rápida,Hamburguesa Clásica,250,Tarjeta de Crédito/Débito,4,1000,Pagada
1559,20260430,10.02.51 Am,Comida Rápida,Hamburguesa Clásica,250,Efectivo,3,750,Pagada
1560,20260331,09.54.37 Pm,Postres,Helado Sencillo,90,Transferencia Bancaria,1,90,Pagada
1561,20260427,02.23.58 Am,Plato Fuerte,Servicio de Comida China,350,Tarjeta de Crédito/Débito,1,350,Pagada
1562,20260514,10.57.09 Am,Bebidas Calientes,Café Americano,85,Transferencia Bancaria,1,85,Pagada
1563,20260518,10.56.23 Pm,Postres,Helado Sencillo,90,Tarjeta de Crédito/Débito,3,270,Pagada
1564,20260512,05.11.26 Am,Comida Rápida,Porción de Pizza,120,Efectivo,4,480,Cancelada
1565,20260525,11.18.29 Am,Postres,Helado Sencillo,90,Tarjeta de Crédito/Débito,1,90,Pagada
1566,20260401,12.38.59 Am,Plato Fuerte,Servicio de Comida China,350,Tarjeta de Crédito/Débito,1,350,Pagada
1567,20260329,01.16.57 Am,Comida Rápida,Porción de Pizza,120,Transferencia Bancaria,3,360,Pagada
1568,20260525,02.31.19 Pm,Comida Rápida,Porción de Pizza,120,Efectivo,2,240,Pagada
1569,20260417,12.17.35 Am,Bebidas Calientes,Café Americano,85,Efectivo,1,85,Pagada
1570,20260531,01.39.45 Pm,Comida Rápida,Hamburguesa Clásica,250,Tarjeta de Crédito/Débito,4,1000,Pagada
1571,20260310,11.26.47 Pm,Comida Rápida,Porción de Pizza,120,Tarjeta de Crédito/Débito,4,480,Pagada
1572,20260511,11.11.06 Pm,Bebidas Calientes,Café Americano,85,Transferencia Bancaria,2,170,Pagada
1573,20260519,09.43.34 Am,Postres,Helado Sencillo,90,Efectivo,4,360,Pagada
1574,20260429,04.14.10 Pm,Comida Rápida,Porción de Pizza,120,Efectivo,4,480,Pagada
1575,20260326,07.01.06 Pm,Comida Rápida,Hamburguesa Clásica,250,Tarjeta de Crédito/Débito,2,500,Pagada
1576,20260601,05.46.43 Pm,Bebidas Calientes,Café Americano,85,Tarjeta de Crédito/Débito,4,340,Pagada
1577,20260521,09.53.53 Am,Comida Rápida,Hamburguesa Clásica,250,Tarjeta de Crédito/Débito,2,500,Pagada
1578,20260316,05.52.25 Pm,Comida Rápida,Porción de Pizza,120,Tarjeta de Crédito/Débito,4,480,Pagada
1579,20260417,11.22.30 Am,Desayunos,Empanada de Queso,60,Tarjeta de Crédito/Débito,1,60,Pagada
1580,20260328,06.24.13 Pm,Postres,Helado Sencillo,90,Efectivo,1,90,Pagada
1581,20260327,07.56.41 Am,Postres,Helado Sencillo,90,Transferencia Bancaria,1,90,Pagada
1582,20260525,08.58.11 Am,Postres,Helado Sencillo,90,Transferencia Bancaria,2,180,Pagada
1583,20260405,07.39.57 Am,Comida Rápida,Porción de Pizza,120,Efectivo,4,480,Pagada
1584,20260331,08.19.48 Am,Desayunos,Empanada de Queso,60,Tarjeta de Crédito/Débito,4,240,Pagada
1585,20260605,07.46.01 Pm,Comida Rápida,Hamburguesa Clásica,250,Transferencia Bancaria,4,1000,Cancelada
1586,20260411,11.03.45 Pm,Postres,Helado Sencillo,90,Transferencia Bancaria,2,180,Pagada
1587,20260526,12.57.51 Am,Bebidas Calientes,Café Americano,85,Efectivo,1,85,Pagada
1588,20260502,05.42.40 Am,Postres,Helado Sencillo,90,Tarjeta de Crédito/Débito,3,270,Pagada
1589,20260320,12.24.07 Pm,Bebidas Calientes,Café Americano,85,Transferencia Bancaria,1,85,Pagada
1590,20260315,06.59.11 Pm,Bebidas Calientes,Café Americano,85,Efectivo,1,85,Pagada
1591,20260407,05.52.11 Pm,Comida Rápida,Porción de Pizza,120,Tarjeta de Crédito/Débito,3,360,Pagada
1592,20260316,07.04.32 Pm,Comida Rápida,Porción de Pizza,120,Efectivo,3,360,Pagada
1593,20260508,02.57.00 Am,Comida Rápida,Hamburguesa Clásica,250,Tarjeta de Crédito/Débito,1,250,Pagada
1594,20260510,08.51.54 Pm,Comida Rápida,Porción de Pizza,120,Transferencia Bancaria,3,360,Pagada
1595,20260322,12.43.37 Pm,Postres,Helado Sencillo,90,Efectivo,4,360,Pagada
1596,20260515,06.36.23 Pm,Postres,Helado Sencillo,90,Efectivo,2,180,Pagada
1597,20260406,06.58.58 Am,Bebidas Calientes,Café Americano,85,Efectivo,1,85,Pagada
1598,20260318,04.21.54 Am,Comida Rápida,Hamburguesa Clásica,250,Tarjeta de Crédito/Débito,3,750,Pagada
1599,20260506,05.00.42 Am,Comida Rápida,Hamburguesa Clásica,250,Transferencia Bancaria,2,500,Pagada
1600,20260512,12.06.27 Pm,Desayunos,Empanada de Queso,60,Efectivo,1,60,Pagada
1601,20260321,03.40.51 Am,Comida Rápida,Hamburguesa Clásica,250,Transferencia Bancaria,1,250,Pagada
1602,20260513,11.53.41 Pm,Comida Rápida,Porción de Pizza,120,Transferencia Bancaria,3,360,Pagada
1603,20260418,04.10.02 Am,Bebidas Calientes,Café Americano,85,Transferencia Bancaria,4,340,Pagada
1604,20260430,04.16.33 Am,Postres,Helado Sencillo,90,Efectivo,2,180,Pagada
1605,20260313,12.26.50 Pm,Desayunos,Empanada de Queso,60,Efectivo,1,60,Pagada
1606,20260521,12.46.30 Pm,Comida Rápida,Porción de Pizza,120,Efectivo,3,360,Pagada
1607,20260603,03.27.01 Am,Desayunos,Empanada de Queso,60,Efectivo,1,60,Pagada
1608,20260523,09.07.12 Pm,Comida Rápida,Porción de Pizza,120,Efectivo,3,360,Pagada
1609,20260412,04.14.40 Pm,Postres,Helado Sencillo,90,Transferencia Bancaria,1,90,Pagada
1610,20260422,07.01.01 Pm,Postres,Helado Sencillo,90,Tarjeta de Crédito/Débito,4,360,Pagada
1611,20260520,10.28.13 Am,Comida Rápida,Hamburguesa Clásica,250,Tarjeta de Crédito/Débito,4,1000,Pagada
1612,20260315,01.35.50 Pm,Desayunos,Empanada de Queso,60,Tarjeta de Crédito/Débito,1,60,Cancelada
1613,20260515,01.09.57 Pm,Bebidas Calientes,Café Americano,85,Transferencia Bancaria,1,85,Pagada
1614,20260423,01.02.36 Pm,Desayunos,Empanada de Queso,60,Efectivo,4,240,Pagada
1615,20260527,04.01.04 Pm,Desayunos,Empanada de Queso,60,Tarjeta de Crédito/Débito,1,60,Pagada
1616,20260401,05.04.22 Am,Comida Rápida,Hamburguesa Clásica,250,Tarjeta de Crédito/Débito,3,750,Pagada
1617,20260324,01.29.47 Am,Comida Rápida,Porción de Pizza,120,Tarjeta de Crédito/Débito,3,360,Pagada
1618,20260326,08.16.51 Pm,Desayunos,Empanada de Queso,60,Tarjeta de Crédito/Débito,3,180,Pagada
1619,20260402,11.24.57 Pm,Comida Rápida,Porción de Pizza,120,Efectivo,4,480,Pagada
1620,20260415,07.05.38 Am,Bebidas Calientes,Café Americano,85,Transferencia Bancaria,4,340,Pagada
1621,20260604,03.32.44 Pm,Postres,Helado Sencillo,90,Transferencia Bancaria,4,360,Pagada
1622,20260521,01.22.31 Am,Comida Rápida,Hamburguesa Clásica,250,Efectivo,3,750,Pagada
1623,20260503,06.40.28 Am,Comida Rápida,Porción de Pizza,120,Efectivo,2,240,Pagada
1624,20260407,07.52.55 Pm,Comida Rápida,Hamburguesa Clásica,250,Efectivo,3,750,Pagada
1625,20260327,07.17.54 Am,Comida Rápida,Hamburguesa Clásica,250,Transferencia Bancaria,3,750,Pagada
1626,20260518,07.54.07 Pm,Postres,Helado Sencillo,90,Transferencia Bancaria,1,90,Pagada
1627,20260426,11.14.09 Pm,Plato Fuerte,Servicio de Comida China,350,Transferencia Bancaria,4,1400,Pagada
1628,20260405,02.20.14 Am,Desayunos,Empanada de Queso,60,Tarjeta de Crédito/Débito,3,180,Pagada
1629,20260423,05.37.30 Am,Bebidas Calientes,Café Americano,85,Transferencia Bancaria,3,255,Pagada
1630,20260313,06.57.17 Pm,Plato Fuerte,Servicio de Comida China,350,Tarjeta de Crédito/Débito,2,700,Pagada
1631,20260323,09.15.06 Am,Plato Fuerte,Servicio de Comida China,350,Tarjeta de Crédito/Débito,2,700,Pagada
1632,20260313,07.56.11 Pm,Desayunos,Empanada de Queso,60,Transferencia Bancaria,2,120,Pagada
1633,20260522,08.25.09 Am,Plato Fuerte,Servicio de Comida China,350,Efectivo,4,1400,Pagada
1634,20260327,06.21.56 Am,Comida Rápida,Hamburguesa Clásica,250,Efectivo,3,750,Pagada
1635,20260322,03.34.47 Am,Comida Rápida,Hamburguesa Clásica,250,Efectivo,3,750,Pagada
1636,20260503,06.50.47 Am,Comida Rápida,Porción de Pizza,120,Transferencia Bancaria,4,480,Pagada
1637,20260503,03.03.43 Pm,Plato Fuerte,Servicio de Comida China,350,Tarjeta de Crédito/Débito,3,1050,Cancelada
1638,20260425,03.39.44 Pm,Comida Rápida,Hamburguesa Clásica,250,Transferencia Bancaria,1,250,Pagada
1639,20260516,05.14.54 Pm,Bebidas Calientes,Café Americano,85,Efectivo,2,170,Pagada
1640,20260416,04.13.13 Pm,Comida Rápida,Hamburguesa Clásica,250,Efectivo,3,750,Pagada
1641,20260413,07.20.43 Am,Bebidas Calientes,Café Americano,85,Tarjeta de Crédito/Débito,3,255,Pagada
1642,20260314,12.59.58 Pm,Plato Fuerte,Servicio de Comida China,350,Tarjeta de Crédito/Débito,4,1400,Pagada
1643,20260324,05.52.07 Am,Plato Fuerte,Servicio de Comida China,350,Efectivo,1,350,Pagada
1644,20260310,01.47.52 Am,Plato Fuerte,Servicio de Comida China,350,Tarjeta de Crédito/Débito,3,1050,Pagada
1645,20260519,10.18.55 Pm,Plato Fuerte,Servicio de Comida China,350,Efectivo,4,1400,Pagada
1646,20260517,11.20.40 Pm,Plato Fuerte,Servicio de Comida China,350,Efectivo,1,350,Pagada
1647,20260311,09.18.12 Am,Desayunos,Empanada de Queso,60,Efectivo,3,180,Pagada
1648,20260510,01.09.39 Am,Plato Fuerte,Servicio de Comida China,350,Tarjeta de Crédito/Débito,4,1400,Pagada
1649,20260529,12.46.09 Pm,Postres,Helado Sencillo,90,Efectivo,2,180,Pagada
1650,20260407,06.53.13 Pm,Desayunos,Empanada de Queso,60,Tarjeta de Crédito/Débito,1,60,Pagada
1651,20260417,03.16.55 Am,Comida Rápida,Hamburguesa Clásica,250,Tarjeta de Crédito/Débito,4,1000,Pagada
1652,20260422,06.40.36 Pm,Comida Rápida,Hamburguesa Clásica,250,Tarjeta de Crédito/Débito,1,250,Pagada
1653,20260526,06.24.19 Am,Bebidas Calientes,Café Americano,85,Transferencia Bancaria,4,340,Pagada
